"Source","RelativePath","LengthBytes","Reason"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_fighter\wingl.ply","1736380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_fighter\wingl.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_fighter\wingr.ply","1043548","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_fighter\wingr.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_fighter\wings.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\body.mtl","199","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\body.ply","660920","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\body.vol","12532","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\dock.mtl","101","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\dock.ply","13905","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\tie_docked_interceptor.def","751","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\tie_docked_interceptor.mdl","1884","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\up1.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\up2.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\window.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingl.ply","999380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingl.vol","1560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingls.ply","1362908","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingr.ply","999380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingr.vol","1560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wingrs.ply","1362972","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interceptor\wings.mtl","203","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\body.ply","313803","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\body.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\body2.ply","531951","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\bomber.mtl","183","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\dock.mtl","101","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\dock.ply","13905","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\tie_docked_interdictor.def","1339","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\tie_docked_interdictor.mdl","2409","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\up1.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\up2.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\wingl.ply","140975","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\wingl.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\wingr.ply","140835","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- Docked TIEs\tie_docked_interdictor\wingr.vol","416","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_cocpite\body.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_cocpite\body.ply","488688","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_cocpite\tie_fighter_cocpite.def","232","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_cocpite\tie_fighter_cocpite.mdl","619","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_cocpite\window.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_wing\tie_fighter_wing.def","230","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_wing\tie_fighter_wing.mdl","642","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_wing\wingr.ply","1043548","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_wing\wingr.vol","312","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_fighter_wing\wings.mtl","195","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\tie_interceptor_wing.def","234","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\tie_interceptor_wing.mdl","748","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\wingl.ply","999380","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\wingl.vol","1560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\wingls.ply","1362908","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\- Factories\- TIEs Pieces\tie_interceptor_wing\wings.mtl","203","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\body.ply","961995","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\body.vol","324120","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#2991.mtl","64","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#2992.mtl","61","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#2994.mtl","66","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#3089.mtl","80","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#735.mtl","64","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#736.mtl","64","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\material_#737.mtl","64","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\t_astrodroid_02_c#r1.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\t_astrodroid_02_c#r5.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\t_astrodroid_02_c#r7.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\t_astrodroid_02_c#red5.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\t_astrodroid_02_c.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\T_Fuselage_01_C.dds","5592560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\T_Wings_01_C#red5.dds","5592560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\T_Wings_01_C.dds","5592560","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\T_XWingCockpitWindowDirt_03_C.dds","1398256","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\window.ply","6093","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\x-wing_static.def","112","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\x-wing_static.mdl","840","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\entities\static_vehicles\x-wing_static\xwingwedgewings.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cora\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cora1\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cora1_broken\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cora2\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_corb\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_corbridge\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_corbridge_broken\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn1a\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn1b\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn1c\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn1d\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn2a\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn2b\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn3\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\construction_starwars\planet\Coruscant\railroads_cor\railroad_cor_turn3a\tie.mtl","55","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\body.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\cha_emp_helmet_classic_t01_c.dds","1398256","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\Cha_Emp_Helmet_Classic_T01_NS.dds","1398256","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\cha_emp_helmet_classic_t01_spec.dds","1398256","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01.def","149","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01.mdl","1686","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01.ply","353143","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01_lod1.ply","264739","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01_lod2.ply","176371","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\emp_tie_pilot_helm01_lod3.ply","89383","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\pilot_helm.mtl","190","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\humanskin\-Z_Test\_test_new\inventory\emp_tie_pilot_helm01\select.vol","208","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\07_-_default.mtl","114","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\152mm_fg.ply","23737","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\air_bomb1.mdl","1517","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\pewter2.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\pewter2_sp.dds","349680","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\start.anm","4146","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\tf_bomb.def","132","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\tf_bomb_mp.def","135","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\tie_ca_bomb_mp.def","139","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\tie_sa_bomb.def","136","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\tie_sa_bomb_mp.def","139","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\xwing_bomb_mp.def","138","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\ywing_bomb.def","135","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-bomb\tie_sa_bomb\ywing_bomb_mp.def","138","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-gun\sw_cannon_he\30mm_xwing_he.def","273","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-gun\sw_cannon_he\40mm_tie_ln_he.def","274","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-gun\sw_cannon_heat\40mm_tie_ln_heat.def","276","TIE or X-wing path keyword"
"shattered-galaxy","resource\entity\inventory\-ammo\-gun\sw_cannon_heat\85mm_tie_crawler_heat.def","281","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ca_00.tga","48511","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ca_01.tga","47770","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ca_02.tga","46731","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ca_03.tga","43506","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ln_00.tga","46334","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ln_01.tga","46024","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ln_02.tga","44673","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_ln_03.tga","44673","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_sa_00.tga","48184","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_sa_01.tga","47191","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_sa_02.tga","46399","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_tie_sa_03.tga","43059","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_xwing_00.tga","45626","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_xwing_01.tga","45302","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_xwing_02.tga","43944","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\conquest_xwing_03.tga","43944","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_crawler_00.tga","48337","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_crawler_01.tga","47998","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_crawler_02.tga","46637","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_crawler_03.tga","46637","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_ln_00.tga","46334","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_ln_01.tga","45357","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_ln_02.tga","44673","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\portrait_squad\tie_ln_03.tga","39701","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ca_00.tga","25938","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ca_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ca_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ca_03.tga","24662","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_in_00.tga","25943","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_in_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_in_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_in_03.tga","24261","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ln_00.tga","24928","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ln_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ln_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_ln_03.tga","22971","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_sa_00.tga","25663","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_sa_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_sa_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_sa_03.tga","24355","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_st_x1_00.tga","25443","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_st_x1_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_st_x1_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_tie_st_x1_03.tga","23772","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_xwing_00.tga","24886","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_xwing_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_xwing_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\conquest_xwing_03.tga","23053","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_ca_00.tga","25938","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_ca_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_ca_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_ca_03.tga","24662","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_crawler_00.tga","26313","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_crawler_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_crawler_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_crawler_03.tga","25237","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_in_00.tga","25943","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_in_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_in_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_in_03.tga","24261","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_st_x1_00.tga","25443","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_st_x1_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_st_x1_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\doctrine_tie_st_x1_03.tga","23772","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_in_00.tga","25943","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_ln_scoutrun_00.tga","24928","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_ln_scoutrun_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_ln_scoutrun_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_ln_scoutrun_03.tga","22971","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_mauler_00.tga","25596","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_mauler_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_mauler_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_mauler_03.tga","24035","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_sa_bombrun_00.tga","25663","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_sa_bombrun_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_sa_bombrun_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_sa_bombrun_03.tga","24355","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\tie_st_x1_00.tga","25443","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\xwing_scoutrun_00.tga","24886","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\xwing_scoutrun_01.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\xwing_scoutrun_02.tga","41516","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon\xwing_scoutrun_03.tga","23053","TIE or X-wing path keyword"
"shattered-galaxy","resource\interface\scene\unit_icon_small\doctrine_tie_ca_00.tga","15702","TIE or X-wing path keyword"
