"Source","RelativePath","Pattern","MatchCount","Examples"
"air-combat-script","resource\properties\airborne.ext","Airborne","6","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\properties\airborne.ext","Aircraft","6","aircraft | aircraft | aircraft | aircraft | aircraft"
"air-combat-script","resource\properties\airborne.ext","SpawnDeployment","2","spawn | spawn"
"air-combat-script","resource\properties\airborne2.ext","Airborne","7","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\properties\airborne2.ext","Aircraft","6","aircraft | aircraft | aircraft | aircraft | aircraft"
"air-combat-script","resource\properties\airborne2.ext","SpawnDeployment","2","spawn | spawn"
"air-combat-script","resource\properties\airborne_combat.ext","Airborne","6","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\properties\airborne_combat.ext","Aircraft","6","aircraft | aircraft | aircraft | aircraft | aircraft"
"air-combat-script","resource\properties\airborne_combat.ext","SpawnDeployment","2","spawn | spawn"
"air-combat-script","resource\properties\airborne_spawn.ext","Airborne","6","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\properties\airborne_spawn.ext","Aircraft","6","aircraft | aircraft | aircraft | aircraft | aircraft"
"air-combat-script","resource\properties\airborne_spawn.ext","SpawnDeployment","2","spawn | spawn"
"air-combat-script","resource\properties\armor.ext","Airborne","1","Airborne"
"air-combat-script","resource\script\multiplayer\modes\conquest.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\modes\conquest.lua","SpawnDeployment","3","purchase | spawn | spawn"
"air-combat-script","resource\script\multiplayer\units\eng\conquest.eng.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\units\eng\conquest.eng.lua","Aircraft","1","Aircraft"
"air-combat-script","resource\script\multiplayer\units\fin\conquest.fin.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\units\fin\conquest.fin.lua","Aircraft","1","Aircraft"
"air-combat-script","resource\script\multiplayer\units\ger\conquest.ger.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\units\ger\conquest.ger.lua","Aircraft","1","Aircraft"
"air-combat-script","resource\script\multiplayer\units\rus\conquest.rus.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\units\usa\conquest.usa.lua","Conquest","1","conquest"
"air-combat-script","resource\script\multiplayer\units\usa\conquest.usa.lua","Aircraft","1","Aircraft"
"air-combat-script","resource\set\colliders.set","Cleanup","1","remove"
"air-combat-script","resource\set\colliders.set","Airborne","1","airborne"
"air-combat-script","resource\set\interaction_entity\airborne.inc","Conquest","2","conquest | conquest"
"air-combat-script","resource\set\interaction_entity\airborne.inc","Cleanup","43","destroyed | destroyed | destroyed | destroyed | destroyed"
"air-combat-script","resource\set\interaction_entity\airborne.inc","Airborne","115","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\set\interaction_entity\airborne.inc","Aircraft","9","plane | plane | plane | Plane | Plane"
"air-combat-script","resource\set\interaction_entity\airborne.inc","SpawnDeployment","99","spawn | spawn | spawn | spawn | spawn"
"air-combat-script","resource\set\interaction_entity\dummy.inc","Cleanup","16","remove | remove | remove | remove | remove"
"air-combat-script","resource\set\interaction_entity\dummy.inc","SpawnDeployment","169","spawn | spawn | spawn | spawn | spawn"
"air-combat-script","resource\set\interaction_entity\human.inc","Conquest","1","conquest"
"air-combat-script","resource\set\interaction_entity\human.inc","Cleanup","15","remove | remove | remove | remove | remove"
"air-combat-script","resource\set\interaction_entity\human.inc","Airborne","9","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\set\interaction_entity\human.inc","Aircraft","2","plane | plane"
"air-combat-script","resource\set\interaction_entity\human.inc","SpawnDeployment","65","spawn | spawn | spawn | spawn | spawn"
"air-combat-script","resource\set\multiplayer\games\campaign_capture_the_flag.set","Conquest","3","conquest | dynamic campaign | conquest"
"air-combat-script","resource\set\multiplayer\games\campaign_capture_the_flag.set","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\multiplayer\units\conquest\settings.set","Conquest","28","dynamic campaign | dynamic campaign | conquest | conquest | conquest"
"air-combat-script","resource\set\multiplayer\units\conquest\settings.set","SpawnDeployment","1","spawn"
"air-combat-script","resource\set\multiplayer\units\conquest\units_eng.set","Cleanup","1","remove"
"air-combat-script","resource\set\multiplayer\units\conquest\units_eng.set","Aircraft","1","Aircraft"
"air-combat-script","resource\set\multiplayer\units\conquest\units_fin.set","Conquest","2","conquest | conquest"
"air-combat-script","resource\set\multiplayer\units\conquest\units_fin.set","Cleanup","1","remove"
"air-combat-script","resource\set\multiplayer\units\conquest\units_fin.set","Aircraft","1","Aircraft"
"air-combat-script","resource\set\multiplayer\units\conquest\units_ger.set","Cleanup","1","remove"
"air-combat-script","resource\set\multiplayer\units\conquest\units_ger.set","Aircraft","1","Aircraft"
"air-combat-script","resource\set\multiplayer\units\conquest\units_rus.set","Cleanup","1","remove"
"air-combat-script","resource\set\multiplayer\units\conquest\units_rus.set","Aircraft","1","Aircraft"
"air-combat-script","resource\set\multiplayer\units\conquest\units_usa.set","Cleanup","1","remove"
"air-combat-script","resource\set\multiplayer\units\conquest\units_usa.set","Aircraft","1","Aircraft"
"air-combat-script","resource\set\registry\camera.reg","Cleanup","2","REMOVE | REMOVE"
"air-combat-script","resource\set\registry\unit.reg","Airborne","6","Airborne | airborne | Airborne | airborne | Airborne"
"air-combat-script","resource\set\target\airborne_select.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\ammo.set","Airborne","1","airborne"
"air-combat-script","resource\set\target\ammo.set","Aircraft","14","plane | plane | plane | plane | plane"
"air-combat-script","resource\set\target\cannon_aa.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\cannon_big.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\cannon_bullet.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\cannon_small.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\cannon_zenite.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\car_bullet.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\human.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\human_ap.inc","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\set\target\human_bullet.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\human_fg.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\searchlight.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\supergun.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\tank_bullet.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\tank_heavy.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\tank_light.inc","Airborne","2","airborne | airborne"
"air-combat-script","resource\set\target\tank_medium.inc","Airborne","1","airborne"
"air-combat-script","resource\set\target\tank_spg.inc","Airborne","7","airborne | airborne | airborne | airborne | airborne"
"air-combat-script","resource\set\target\tank_zenite.inc","Airborne","1","airborne"
"air-combat-script","resource\set\vision\vision_fields.inc","Airborne","2","Airborne | Airborne"
"air-combat-script","resource\set\vision\vision_fields.inc","Aircraft","6","plane | plane | plane | plane | plane"
